District,Vdc,Gender/Household,Number
Parsa,Sreesiya (Nau.Ta.Ja.),Population Male,1720
Parsa,Sreesiya (Nau.Ta.Ja.),Population Female,1636
Parsa,Subarnapur,Total households,774
Parsa,Subarnapur,Population Male,1582
Parsa,Subarnapur,Population Female,1870
Parsa,Sugauli Birta,Total households,898
Parsa,Sugauli Birta,Population Male,3036
Parsa,Sugauli Birta,Population Female,3140
Parsa,Sugauli Partewa,Total households,1046
Parsa,Sugauli Partewa,Population Male,2852
Parsa,Sugauli Partewa,Population Female,2913
Parsa,Supauli,Total households,578
Parsa,Supauli,Population Male,1537
Parsa,Supauli,Population Female,1558
Parsa,Surjaha,Total households,632
Parsa,Surjaha,Population Male,2231
Parsa,Surjaha,Population Female,1925
Parsa,Thori,Total households,1418
Parsa,Thori,Population Male,3477
Parsa,Thori,Population Female,3696
Parsa,Tulasi Barwa,Total households,662
Parsa,Tulasi Barwa,Population Male,2187
Parsa,Tulasi Barwa,Population Female,2127
Parsa,Udayapur Ghurmi,Total households,1085
Parsa,Udayapur Ghurmi,Population Male,3770
Parsa,Udayapur Ghurmi,Population Female,3393
Parsa,Vauratar,Total households,1333
Parsa,Vauratar,Population Male,4863
Parsa,Vauratar,Population Female,4370
Parsa,Institutional,Total households,20
Parsa,Institutional,Population Male,2886
Parsa,Institutional,Population Female,362
Chitawan,Ayodhyapuri,Total households,2555
Chitawan,Ayodhyapuri,Population Male,4914
Chitawan,Ayodhyapuri,Population Female,5779
Chitawan,Bachhauli,Total households,2321
Chitawan,Bachhauli,Population Male,5387
Chitawan,Bachhauli,Population Female,5518
Chitawan,Bagauda,Total households,2532
Chitawan,Bagauda,Population Male,4856
Chitawan,Bagauda,Population Female,6057
Chitawan,Bhandara,Total households,3489
Chitawan,Bhandara,Population Male,7529
Chitawan,Bhandara,Population Female,8592
Chitawan,Bharatpur Municipality,Total households,36939
Chitawan,Bharatpur Municipality,Population Male,71175
Chitawan,Bharatpur Municipality,Population Female,72661
Chitawan,Birendranagar,Total households,3374
Chitawan,Birendranagar,Population Male,6909
Chitawan,Birendranagar,Population Female,8025
Chitawan,Chainpur,Total households,3779
Chitawan,Chainpur,Population Male,7752
Chitawan,Chainpur,Population Female,9034
Chitawan,Chandi Bhanjyang,Total households,847
Chitawan,Chandi Bhanjyang,Population Male,2460
Chitawan,Chandi Bhanjyang,Population Female,2518
Chitawan,Dahakhani,Total households,939
Chitawan,Dahakhani,Population Male,2304
Chitawan,Dahakhani,Population Female,2499
Chitawan,Darechok,Total households,2029
Chitawan,Darechok,Population Male,4836
Chitawan,Darechok,Population Female,4771
Chitawan,Dibyanagar,Total households,1936
Chitawan,Dibyanagar,Population Male,3787
Chitawan,Dibyanagar,Population Female,4547
Chitawan,Fulbari,Total households,945
Chitawan,Fulbari,Population Male,1791
Chitawan,Fulbari,Population Female,2071
Chitawan,Gardi,Total households,2168
Chitawan,Gardi,Population Male,4061
Chitawan,Gardi,Population Female,5180
Chitawan,Gitanagar,Total households,3375
Chitawan,Gitanagar,Population Male,6553
Chitawan,Gitanagar,Population Female,7376
Chitawan,Gunjanagar,Total households,3546
Chitawan,Gunjanagar,Population Male,6829
Chitawan,Gunjanagar,Population Female,8242
Chitawan,Jagatpur,Total households,2635
Chitawan,Jagatpur,Population Male,5217
Chitawan,Jagatpur,Population Female,5978
Chitawan,Jutpani,Total households,3325
Chitawan,Jutpani,Population Male,6626
Chitawan,Jutpani,Population Female,7698
Chitawan,Kabilas,Total households,1164
Chitawan,Kabilas,Population Male,2818
Chitawan,Kabilas,Population Female,2997
Chitawan,Kathar,Total households,2040
Chitawan,Kathar,Population Male,4410
Chitawan,Kathar,Population Female,5286
Chitawan,Kaule,Total households,963
Chitawan,Kaule,Population Male,2860
Chitawan,Kaule,Population Female,2754
Chitawan,Khairahani,Total households,4762
Chitawan,Khairahani,Population Male,10155
Chitawan,Khairahani,Population Female,11375
Chitawan,Korak,Total households,1161
Chitawan,Korak,Population Male,3296
Chitawan,Korak,Population Female,3254
Chitawan,Kumroj,Total households,1750
Chitawan,Kumroj,Population Male,3758
Chitawan,Kumroj,Population Female,4324
Chitawan,Lothar,Total households,766
Chitawan,Lothar,Population Male,2583
Chitawan,Lothar,Population Female,2464
Chitawan,Madi Kalyanpur,Total households,1705
Chitawan,Madi Kalyanpur,Population Male,3045
Chitawan,Madi Kalyanpur,Population Female,3791
Chitawan,Mangalpur,Total households,4527
Chitawan,Mangalpur,Population Male,8970
Chitawan,Mangalpur,Population Female,10096
Chitawan,Meghauli,Total households,3086
Chitawan,Meghauli,Population Male,6341
Chitawan,Meghauli,Population Female,7808
Chitawan,Padampur,Total households,3231
Chitawan,Padampur,Population Male,7104
Chitawan,Padampur,Population Female,7820
Chitawan,Parbatipur,Total households,1614
Chitawan,Parbatipur,Population Male,2937
Chitawan,Parbatipur,Population Female,3569
Chitawan,Patihani,Total households,2845
Chitawan,Patihani,Population Male,5282
Chitawan,Patihani,Population Female,6218
Chitawan,Piple,Total households,3265
Chitawan,Piple,Population Male,7412
Chitawan,Piple,Population Female,8043
Chitawan,Pithuwa,Total households,2898
Chitawan,Pithuwa,Population Male,5696
Chitawan,Pithuwa,Population Female,6883
Chitawan,Ratnanagar Municipality,Total households,10851
Chitawan,Ratnanagar Municipality,Population Male,22173
Chitawan,Ratnanagar Municipality,Population Female,24194
Chitawan,Saradanagar,Total households,2692
Chitawan,Saradanagar,Population Male,5187
Chitawan,Saradanagar,Population Female,6321
Chitawan,Shaktikhor,Total households,1909
Chitawan,Shaktikhor,Population Male,4597
Chitawan,Shaktikhor,Population Female,4821
Chitawan,Sibanagar,Total households,1868
Chitawan,Sibanagar,Population Male,3421
Chitawan,Sibanagar,Population Female,4253
Chitawan,Siddi,Total households,651
Chitawan,Siddi,Population Male,1891
Chitawan,Siddi,Population Female,1936
Chitawan,Sukranagar,Total households,1863
Chitawan,Sukranagar,Population Male,3693
Chitawan,Sukranagar,Population Female,4364
Chitawan,Institutional,Total households,117
Chitawan,Institutional,Population Male,8472
Chitawan,Institutional,Population Female,1780
Gorkha,Aanppipal,Total households,1123
Gorkha,Aanppipal,Population Male,1716
Gorkha,Aanppipal,Population Female,2313
Gorkha,Aaru Arbang,Total households,998
Gorkha,Aaru Arbang,Population Male,1963
Gorkha,Aaru Arbang,Population Female,2533
Gorkha,Aaru Chanaute,Total households,1069
Gorkha,Aaru Chanaute,Population Male,1979
Gorkha,Aaru Chanaute,Population Female,2348
Gorkha,Aarupokhari,Total households,1079
Gorkha,Aarupokhari,Population Male,2005
Gorkha,Aarupokhari,Population Female,2559
Gorkha,Asrang,Total households,831
Gorkha,Asrang,Population Male,1443
Gorkha,Asrang,Population Female,1963
Gorkha,Baguwa,Total households,494
Gorkha,Baguwa,Population Male,862
Gorkha,Baguwa,Population Female,1103
Gorkha,Bakrang,Total households,793
Gorkha,Bakrang,Population Male,1303
Gorkha,Bakrang,Population Female,1716
Gorkha,Mirkot,Total households,1388
Gorkha,Mirkot,Population Male,2407
Gorkha,Mirkot,Population Female,2854
Gorkha,Bhumlichok,Total households,685
Gorkha,Bhumlichok,Population Male,1653
Gorkha,Bhumlichok,Population Female,1892
Gorkha,Bihi,Total households,208
Gorkha,Bihi,Population Male,288
Gorkha,Bihi,Population Female,324
Gorkha,Borlang,Total households,1179
Gorkha,Borlang,Population Male,2281
Gorkha,Borlang,Population Female,2763
Gorkha,Bungkot,Total households,1601
Gorkha,Bungkot,Population Male,2628
Gorkha,Bungkot,Population Female,3632
Gorkha,Chhekampar,Total households,263
Gorkha,Chhekampar,Population Male,491
Gorkha,Chhekampar,Population Female,492
Gorkha,Chhoprak,Total households,1531
Gorkha,Chhoprak,Population Male,2608
Gorkha,Chhoprak,Population Female,3285
Gorkha,Chumchet,Total households,266
Gorkha,Chumchet,Population Male,434
Gorkha,Chumchet,Population Female,494
Gorkha,Chyangli,Total households,1532
Gorkha,Chyangli,Population Male,2715
Gorkha,Chyangli,Population Female,3571
Gorkha,Darbung,Total households,763
Gorkha,Darbung,Population Male,1530
Gorkha,Darbung,Population Female,1856
Gorkha,Deurali,Total households,1422
Gorkha,Deurali,Population Male,2449
Gorkha,Deurali,Population Female,3065
Gorkha,Dhawa,Total households,881
Gorkha,Dhawa,Population Male,1501
Gorkha,Dhawa,Population Female,2069
Gorkha,Dhunwakot,Total households,1110
Gorkha,Dhunwakot,Population Male,1850
Gorkha,Dhunwakot,Population Female,2409
Gorkha,Finam,Total households,766
Gorkha,Finam,Population Male,1309
Gorkha,Finam,Population Female,1788
Gorkha,Fujel,Total households,1153
Gorkha,Fujel,Population Male,1998
Gorkha,Fujel,Population Female,2696
Gorkha,Gaikhur,Total households,1276
Gorkha,Gaikhur,Population Male,2189
Gorkha,Gaikhur,Population Female,2814
Gorkha,Gankhu,Total households,694
Gorkha,Gankhu,Population Male,1348
Gorkha,Gankhu,Population Female,1638
Gorkha,Ghairung,Total households,966
Gorkha,Ghairung,Population Male,1687
Gorkha,Ghairung,Population Female,2303
Gorkha,Ghyachok,Total households,416
Gorkha,Ghyachok,Population Male,910
Gorkha,Ghyachok,Population Female,1087
Gorkha,Ghyalchok,Total households,1298
Gorkha,Ghyalchok,Population Male,2759
Gorkha,Ghyalchok,Population Female,3193
Gorkha,Gumda,Total households,535
Gorkha,Gumda,Population Male,1061
Gorkha,Gumda,Population Female,1242
Gorkha,Hansapur,Total households,924
Gorkha,Hansapur,Population Male,1640
Gorkha,Hansapur,Population Female,2018
Gorkha,Harmi,Total households,907
Gorkha,Harmi,Population Male,1488
Gorkha,Harmi,Population Female,1962
Gorkha,Jaubari,Total households,740
Gorkha,Jaubari,Population Male,1338
Gorkha,Jaubari,Population Female,1649
Gorkha,Kashigaun,Total households,414
Gorkha,Kashigaun,Population Male,860
Gorkha,Kashigaun,Population Female,977
Gorkha,Kerabari,Total households,572
Gorkha,Kerabari,Population Male,1103
Gorkha,Kerabari,Population Female,1337
Gorkha,Kerauja,Total households,773
Gorkha,Kerauja,Population Male,1459
Gorkha,Kerauja,Population Female,1789
Gorkha,Kharibot,Total households,538
Gorkha,Kharibot,Population Male,1141
Gorkha,Kharibot,Population Female,1312
Gorkha,Khoplang,Total households,1387
Gorkha,Khoplang,Population Male,2267
Gorkha,Khoplang,Population Female,2926
Gorkha,Laprak,Total households,529
Gorkha,Laprak,Population Male,972
Gorkha,Laprak,Population Female,1189
Gorkha,Lapu,Total households,450
Gorkha,Lapu,Population Male,802
Gorkha,Lapu,Population Female,1021
Gorkha,Lho,Total households,256
Gorkha,Lho,Population Male,320
Gorkha,Lho,Population Female,391
Gorkha,Makaising,Total households,552
Gorkha,Makaising,Population Male,1094
Gorkha,Makaising,Population Female,1213
Gorkha,Manakamana,Total households,1392
Gorkha,Manakamana,Population Male,2876
Gorkha,Manakamana,Population Female,3327
Gorkha,Manbu,Total households,1388
Gorkha,Manbu,Population Male,2692
Gorkha,Manbu,Population Female,3324
Gorkha,Masel,Total households,1015
Gorkha,Masel,Population Male,1593
Gorkha,Masel,Population Female,2234
Gorkha,Muchhok,Total households,899
Gorkha,Muchhok,Population Male,1737
Gorkha,Muchhok,Population Female,2042
Gorkha,Namjung,Total households,809
Gorkha,Namjung,Population Male,1339
Gorkha,Namjung,Population Female,1716
Gorkha,Nareshwor,Total households,1026
Gorkha,Nareshwor,Population Male,1563
Gorkha,Nareshwor,Population Female,2129
Gorkha,Palungtar,Total households,2108
Gorkha,Palungtar,Population Male,3460
Gorkha,Palungtar,Population Female,4683
Gorkha,Panchkhuwa Deurali,Total households,530
Gorkha,Panchkhuwa Deurali,Population Male,895
Gorkha,Panchkhuwa Deurali,Population Female,1216
Gorkha,Pandrung,Total households,664
Gorkha,Pandrung,Population Male,1102
Gorkha,Pandrung,Population Female,1422
Gorkha,Gorkha Municipality,Total households,8793
Gorkha,Gorkha Municipality,Population Male,14713
Gorkha,Gorkha Municipality,Population Female,17760
Gorkha,Prok,Total households,187
Gorkha,Prok,Population Male,273
Gorkha,Prok,Population Female,302
Gorkha,Samagaun,Total households,197
Gorkha,Samagaun,Population Male,281
Gorkha,Samagaun,Population Female,323
Gorkha,Saurpani,Total households,1325
Gorkha,Saurpani,Population Male,2614
Gorkha,Saurpani,Population Female,3344
Gorkha,Shreenathkot,Total households,771
Gorkha,Shreenathkot,Population Male,1396
Gorkha,Shreenathkot,Population Female,1751
Gorkha,Simjung,Total households,841
Gorkha,Simjung,Population Male,1737
Gorkha,Simjung,Population Female,1978
Gorkha,Sirdibas,Total households,572
Gorkha,Sirdibas,Population Male,1171
Gorkha,Sirdibas,Population Female,1339
Gorkha,Swara,Total households,785
Gorkha,Swara,Population Male,1665
Gorkha,Swara,Population Female,2048
Gorkha,Taklung,Total households,1121
Gorkha,Taklung,Population Male,2232
Gorkha,Taklung,Population Female,2796
Gorkha,Takukot,Total households,902
Gorkha,Takukot,Population Male,1665
Gorkha,Takukot,Population Female,2204
Gorkha,Takumajh Lakuribot,Total households,554
Gorkha,Takumajh Lakuribot,Population Male,958
Gorkha,Takumajh Lakuribot,Population Female,1271
Gorkha,Tandrang,Total households,1038
Gorkha,Tandrang,Population Male,1816
Gorkha,Tandrang,Population Female,2405
Gorkha,Tanglichok,Total households,802
Gorkha,Tanglichok,Population Male,1525
Gorkha,Tanglichok,Population Female,1844
Gorkha,Taple,Total households,1120
Gorkha,Taple,Population Male,1925
Gorkha,Taple,Population Female,2571
Gorkha,Thalajung,Total households,681
Gorkha,Thalajung,Population Male,1240
Gorkha,Thalajung,Population Female,1485
Gorkha,Thumi,Total households,1080
Gorkha,Thumi,Population Male,2000
Gorkha,Thumi,Population Female,2481
Gorkha,Uhiya,Total households,427
Gorkha,Uhiya,Population Male,823
Gorkha,Uhiya,Population Female,1034
Gorkha,Barpak,Total households,1069
Gorkha,Barpak,Population Male,2204
Gorkha,Barpak,Population Female,2781
Gorkha,Institutional,Total households,48
Gorkha,Institutional,Population Male,1695
Gorkha,Institutional,Population Female,424
Lamjung,Archalbot,Total households,424
Lamjung,Archalbot,Population Male,703
Lamjung,Archalbot,Population Female,902
Lamjung,Bahundanda,Total households,480
Lamjung,Bahundanda,Population Male,1010
Lamjung,Bahundanda,Population Female,1085
Lamjung,Banjhakhet,Total households,718
Lamjung,Banjhakhet,Population Male,1309
Lamjung,Banjhakhet,Population Female,1535
Lamjung,Baglungpani,Total households,609
Lamjung,Baglungpani,Population Male,1058
Lamjung,Baglungpani,Population Female,1400
Lamjung,Bangre,Total households,408
Lamjung,Bangre,Population Male,732
Lamjung,Bangre,Population Female,927
Lamjung,Bansar,Total households,572
Lamjung,Bansar,Population Male,1183
Lamjung,Bansar,Population Female,1294
Lamjung,Besishahar,Total households,4291
Lamjung,Besishahar,Population Male,6988
Lamjung,Besishahar,Population Female,8454
Lamjung,Bhalayakharka,Total households,549
Lamjung,Bhalayakharka,Population Male,971
Lamjung,Bhalayakharka,Population Female,1219
Lamjung,Bharte,Total households,584
Lamjung,Bharte,Population Male,963
Lamjung,Bharte,Population Female,1276
Lamjung,Bhoje,Total households,476
Lamjung,Bhoje,Population Male,923
Lamjung,Bhoje,Population Female,1069
Lamjung,Bhorletar,Total households,1033
Lamjung,Bhorletar,Population Male,1832
Lamjung,Bhorletar,Population Female,2227
Lamjung,Bhote Odar,Total households,2074
Lamjung,Bhote Odar,Population Male,3392
Lamjung,Bhote Odar,Population Female,4168
Lamjung,Bhujung,Total households,353
Lamjung,Bhujung,Population Male,660
Lamjung,Bhujung,Population Female,846
Lamjung,Bhulbhule,Total households,712
Lamjung,Bhulbhule,Population Male,1357
Lamjung,Bhulbhule,Population Female,1630
Lamjung,Bichaur,Total households,511
Lamjung,Bichaur,Population Male,968
Lamjung,Bichaur,Population Female,1119
Lamjung,Chakratirtha,Total households,1253
Lamjung,Chakratirtha,Population Male,2168
Lamjung,Chakratirtha,Population Female,2843
Lamjung,Chandisthan,Total households,492
Lamjung,Chandisthan,Population Male,864
Lamjung,Chandisthan,Population Female,1031
Lamjung,Chandreshwor,Total households,546
Lamjung,Chandreshwor,Population Male,844
Lamjung,Chandreshwor,Population Female,1114
Lamjung,Chiti,Total households,1299
Lamjung,Chiti,Population Male,2348
Lamjung,Chiti,Population Female,2818
Lamjung,Dhamilikuwa,Total households,1154
Lamjung,Dhamilikuwa,Population Male,1909
Lamjung,Dhamilikuwa,Population Female,2516
Lamjung,Dhodeni,Total households,553
Lamjung,Dhodeni,Population Male,1255
Lamjung,Dhodeni,Population Female,1370
Lamjung,Dhuseni,Total households,311
Lamjung,Dhuseni,Population Male,528
Lamjung,Dhuseni,Population Female,726
Lamjung,Dudhpokhari,Total households,470
Lamjung,Dudhpokhari,Population Male,901
Lamjung,Dudhpokhari,Population Female,1068
Lamjung,Duradanda,Total households,519
Lamjung,Duradanda,Population Male,798
Lamjung,Duradanda,Population Female,988
Lamjung,Faleni,Total households,284
