District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age Group,Gender,Population under 16 years of age living with,Number
 Nawalparasi,,,,,,   01 - 04 Years,  Male,Other relatives,43
 Nawalparasi,,,,,,   01 - 04 Years,  Male,Employer,8
 Nawalparasi,,,,,,   01 - 04 Years,  Male,Others,219
 Nawalparasi,,,,,,   01 - 04 Years,  Male,Not stated,330
 Nawalparasi,,,,,,   05 - 09 Years,  Male,Parents,30602
 Nawalparasi,,,,,,   05 - 09 Years,  Male,Mother,5898
 Nawalparasi,,,,,,   05 - 09 Years,  Male,Father,278
 Nawalparasi,,,,,,   05 - 09 Years,  Male,Father and step mother,50
 Nawalparasi,,,,,,   05 - 09 Years,  Male,Mother and step father,8
 Nawalparasi,,,,,,   05 - 09 Years,  Male,Other relatives,137
 Nawalparasi,,,,,,   05 - 09 Years,  Male,Employer,8
 Nawalparasi,,,,,,   05 - 09 Years,  Male,Others,512
 Nawalparasi,,,,,,   05 - 09 Years,  Male,Not stated,338
 Nawalparasi,,,,,,   10 - 15 Years,  Male,Parents,41271
 Nawalparasi,,,,,,   10 - 15 Years,  Male,Mother,6965
 Nawalparasi,,,,,,   10 - 15 Years,  Male,Father,637
 Nawalparasi,,,,,,   10 - 15 Years,  Male,Father and step mother,169
 Nawalparasi,,,,,,   10 - 15 Years,  Male,Mother and step father,16
 Nawalparasi,,,,,,   10 - 15 Years,  Male,Other relatives,352
 Nawalparasi,,,,,,   10 - 15 Years,  Male,Employer,79
 Nawalparasi,,,,,,   10 - 15 Years,  Male,Others,1090
 Nawalparasi,,,,,,   10 - 15 Years,  Male,Not stated,490
 Nawalparasi,,,,,,   Under 1 Year,  Female,Parents,4406
 Nawalparasi,,,,,,   Under 1 Year,  Female,Mother,533
 Nawalparasi,,,,,,   Under 1 Year,  Female,Father,16
 Nawalparasi,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Nawalparasi,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Nawalparasi,,,,,,   Under 1 Year,  Female,Other relatives,0
 Nawalparasi,,,,,,   Under 1 Year,  Female,Employer,0
 Nawalparasi,,,,,,   Under 1 Year,  Female,Others,32
 Nawalparasi,,,,,,   Under 1 Year,  Female,Not stated,114
 Nawalparasi,,,,,,   01 - 04 Years,  Female,Parents,18321
 Nawalparasi,,,,,,   01 - 04 Years,  Female,Mother,2900
 Nawalparasi,,,,,,   01 - 04 Years,  Female,Father,82
 Nawalparasi,,,,,,   01 - 04 Years,  Female,Father and step mother,9
 Nawalparasi,,,,,,   01 - 04 Years,  Female,Mother and step father,0
 Nawalparasi,,,,,,   01 - 04 Years,  Female,Other relatives,9
 Nawalparasi,,,,,,   01 - 04 Years,  Female,Employer,8
 Nawalparasi,,,,,,   01 - 04 Years,  Female,Others,122
 Nawalparasi,,,,,,   01 - 04 Years,  Female,Not stated,294
 Nawalparasi,,,,,,   05 - 09 Years,  Female,Parents,28541
 Nawalparasi,,,,,,   05 - 09 Years,  Female,Mother,5464
 Nawalparasi,,,,,,   05 - 09 Years,  Female,Father,272
 Nawalparasi,,,,,,   05 - 09 Years,  Female,Father and step mother,75
 Nawalparasi,,,,,,   05 - 09 Years,  Female,Mother and step father,8
 Nawalparasi,,,,,,   05 - 09 Years,  Female,Other relatives,69
 Nawalparasi,,,,,,   05 - 09 Years,  Female,Employer,24
 Nawalparasi,,,,,,   05 - 09 Years,  Female,Others,609
 Nawalparasi,,,,,,   05 - 09 Years,  Female,Not stated,317
 Nawalparasi,,,,,,   10 - 15 Years,  Female,Parents,40773
 Nawalparasi,,,,,,   10 - 15 Years,  Female,Mother,6849
 Nawalparasi,,,,,,   10 - 15 Years,  Female,Father,606
 Nawalparasi,,,,,,   10 - 15 Years,  Female,Father and step mother,142
 Nawalparasi,,,,,,   10 - 15 Years,  Female,Mother and step father,8
 Nawalparasi,,,,,,   10 - 15 Years,  Female,Other relatives,377
 Nawalparasi,,,,,,   10 - 15 Years,  Female,Employer,63
 Nawalparasi,,,,,,   10 - 15 Years,  Female,Others,1147
 Nawalparasi,,,,,,   10 - 15 Years,  Female,Not stated,579
 Rupandehi,,,,,,   Under 1 Year,  Male,Parents,7330
 Rupandehi,,,,,,   Under 1 Year,  Male,Mother,340
 Rupandehi,,,,,,   Under 1 Year,  Male,Father,48
 Rupandehi,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Rupandehi,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Rupandehi,,,,,,   Under 1 Year,  Male,Other relatives,0
 Rupandehi,,,,,,   Under 1 Year,  Male,Employer,0
 Rupandehi,,,,,,   Under 1 Year,  Male,Others,16
 Rupandehi,,,,,,   Under 1 Year,  Male,Not stated,159
 Rupandehi,,,,,,   01 - 04 Years,  Male,Parents,30402
 Rupandehi,,,,,,   01 - 04 Years,  Male,Mother,2236
 Rupandehi,,,,,,   01 - 04 Years,  Male,Father,161
 Rupandehi,,,,,,   01 - 04 Years,  Male,Father and step mother,16
 Rupandehi,,,,,,   01 - 04 Years,  Male,Mother and step father,16
 Rupandehi,,,,,,   01 - 04 Years,  Male,Other relatives,32
 Rupandehi,,,,,,   01 - 04 Years,  Male,Employer,8
 Rupandehi,,,,,,   01 - 04 Years,  Male,Others,225
 Rupandehi,,,,,,   01 - 04 Years,  Male,Not stated,540
 Rupandehi,,,,,,   05 - 09 Years,  Male,Parents,46967
 Rupandehi,,,,,,   05 - 09 Years,  Male,Mother,4739
 Rupandehi,,,,,,   05 - 09 Years,  Male,Father,440
 Rupandehi,,,,,,   05 - 09 Years,  Male,Father and step mother,33
 Rupandehi,,,,,,   05 - 09 Years,  Male,Mother and step father,8
 Rupandehi,,,,,,   05 - 09 Years,  Male,Other relatives,147
 Rupandehi,,,,,,   05 - 09 Years,  Male,Employer,8
 Rupandehi,,,,,,   05 - 09 Years,  Male,Others,480
 Rupandehi,,,,,,   05 - 09 Years,  Male,Not stated,718
 Rupandehi,,,,,,   10 - 15 Years,  Male,Parents,60635
 Rupandehi,,,,,,   10 - 15 Years,  Male,Mother,5806
 Rupandehi,,,,,,   10 - 15 Years,  Male,Father,940
 Rupandehi,,,,,,   10 - 15 Years,  Male,Father and step mother,147
 Rupandehi,,,,,,   10 - 15 Years,  Male,Mother and step father,41
 Rupandehi,,,,,,   10 - 15 Years,  Male,Other relatives,350
 Rupandehi,,,,,,   10 - 15 Years,  Male,Employer,81
 Rupandehi,,,,,,   10 - 15 Years,  Male,Others,1017
 Rupandehi,,,,,,   10 - 15 Years,  Male,Not stated,872
 Rupandehi,,,,,,   Under 1 Year,  Female,Parents,6421
 Rupandehi,,,,,,   Under 1 Year,  Female,Mother,312
 Rupandehi,,,,,,   Under 1 Year,  Female,Father,73
 Rupandehi,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Rupandehi,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Rupandehi,,,,,,   Under 1 Year,  Female,Other relatives,8
 Rupandehi,,,,,,   Under 1 Year,  Female,Employer,8
 Rupandehi,,,,,,   Under 1 Year,  Female,Others,24
 Rupandehi,,,,,,   Under 1 Year,  Female,Not stated,134
 Rupandehi,,,,,,   01 - 04 Years,  Female,Parents,28493
 Rupandehi,,,,,,   01 - 04 Years,  Female,Mother,1890
 Rupandehi,,,,,,   01 - 04 Years,  Female,Father,274
 Rupandehi,,,,,,   01 - 04 Years,  Female,Father and step mother,0
 Rupandehi,,,,,,   01 - 04 Years,  Female,Mother and step father,0
 Rupandehi,,,,,,   01 - 04 Years,  Female,Other relatives,32
 Rupandehi,,,,,,   01 - 04 Years,  Female,Employer,0
 Rupandehi,,,,,,   01 - 04 Years,  Female,Others,144
 Rupandehi,,,,,,   01 - 04 Years,  Female,Not stated,392
 Rupandehi,,,,,,   05 - 09 Years,  Female,Parents,44214
 Rupandehi,,,,,,   05 - 09 Years,  Female,Mother,4210
 Rupandehi,,,,,,   05 - 09 Years,  Female,Father,361
 Rupandehi,,,,,,   05 - 09 Years,  Female,Father and step mother,40
 Rupandehi,,,,,,   05 - 09 Years,  Female,Mother and step father,8
 Rupandehi,,,,,,   05 - 09 Years,  Female,Other relatives,121
 Rupandehi,,,,,,   05 - 09 Years,  Female,Employer,24
 Rupandehi,,,,,,   05 - 09 Years,  Female,Others,482
 Rupandehi,,,,,,   05 - 09 Years,  Female,Not stated,537
 Rupandehi,,,,,,   10 - 15 Years,  Female,Parents,58326
 Rupandehi,,,,,,   10 - 15 Years,  Female,Mother,5633
 Rupandehi,,,,,,   10 - 15 Years,  Female,Father,689
 Rupandehi,,,,,,   10 - 15 Years,  Female,Father and step mother,114
 Rupandehi,,,,,,   10 - 15 Years,  Female,Mother and step father,41
 Rupandehi,,,,,,   10 - 15 Years,  Female,Other relatives,318
 Rupandehi,,,,,,   10 - 15 Years,  Female,Employer,177
 Rupandehi,,,,,,   10 - 15 Years,  Female,Others,1138
 Rupandehi,,,,,,   10 - 15 Years,  Female,Not stated,904
 Kapilbastu,,,,,,   Under 1 Year,  Male,Parents,5649
 Kapilbastu,,,,,,   Under 1 Year,  Male,Mother,216
 Kapilbastu,,,,,,   Under 1 Year,  Male,Father,18
 Kapilbastu,,,,,,   Under 1 Year,  Male,Father and step mother,1
 Kapilbastu,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Kapilbastu,,,,,,   Under 1 Year,  Male,Other relatives,0
 Kapilbastu,,,,,,   Under 1 Year,  Male,Employer,0
 Kapilbastu,,,,,,   Under 1 Year,  Male,Others,49
 Kapilbastu,,,,,,   Under 1 Year,  Male,Not stated,75
 Kapilbastu,,,,,,   01 - 04 Years,  Male,Parents,24464
 Kapilbastu,,,,,,   01 - 04 Years,  Male,Mother,1240
 Kapilbastu,,,,,,   01 - 04 Years,  Male,Father,77
 Kapilbastu,,,,,,   01 - 04 Years,  Male,Father and step mother,8
 Kapilbastu,,,,,,   01 - 04 Years,  Male,Mother and step father,8
 Kapilbastu,,,,,,   01 - 04 Years,  Male,Other relatives,32
 Kapilbastu,,,,,,   01 - 04 Years,  Male,Employer,0
 Kapilbastu,,,,,,   01 - 04 Years,  Male,Others,254
 Kapilbastu,,,,,,   01 - 04 Years,  Male,Not stated,284
 Kapilbastu,,,,,,   05 - 09 Years,  Male,Parents,36839
 Kapilbastu,,,,,,   05 - 09 Years,  Male,Mother,1868
 Kapilbastu,,,,,,   05 - 09 Years,  Male,Father,234
 Kapilbastu,,,,,,   05 - 09 Years,  Male,Father and step mother,1
 Kapilbastu,,,,,,   05 - 09 Years,  Male,Mother and step father,16
 Kapilbastu,,,,,,   05 - 09 Years,  Male,Other relatives,35
 Kapilbastu,,,,,,   05 - 09 Years,  Male,Employer,0
 Kapilbastu,,,,,,   05 - 09 Years,  Male,Others,350
 Kapilbastu,,,,,,   05 - 09 Years,  Male,Not stated,416
 Kapilbastu,,,,,,   10 - 15 Years,  Male,Parents,42577
 Kapilbastu,,,,,,   10 - 15 Years,  Male,Mother,2753
 Kapilbastu,,,,,,   10 - 15 Years,  Male,Father,479
 Kapilbastu,,,,,,   10 - 15 Years,  Male,Father and step mother,54
 Kapilbastu,,,,,,   10 - 15 Years,  Male,Mother and step father,16
 Kapilbastu,,,,,,   10 - 15 Years,  Male,Other relatives,132
 Kapilbastu,,,,,,   10 - 15 Years,  Male,Employer,17
 Kapilbastu,,,,,,   10 - 15 Years,  Male,Others,566
 Kapilbastu,,,,,,   10 - 15 Years,  Male,Not stated,552
 Kapilbastu,,,,,,   Under 1 Year,  Female,Parents,5198
 Kapilbastu,,,,,,   Under 1 Year,  Female,Mother,247
 Kapilbastu,,,,,,   Under 1 Year,  Female,Father,0
 Kapilbastu,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Kapilbastu,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Kapilbastu,,,,,,   Under 1 Year,  Female,Other relatives,0
 Kapilbastu,,,,,,   Under 1 Year,  Female,Employer,0
 Kapilbastu,,,,,,   Under 1 Year,  Female,Others,24
 Kapilbastu,,,,,,   Under 1 Year,  Female,Not stated,96
 Kapilbastu,,,,,,   01 - 04 Years,  Female,Parents,23716
 Kapilbastu,,,,,,   01 - 04 Years,  Female,Mother,1185
 Kapilbastu,,,,,,   01 - 04 Years,  Female,Father,110
 Kapilbastu,,,,,,   01 - 04 Years,  Female,Father and step mother,0
 Kapilbastu,,,,,,   01 - 04 Years,  Female,Mother and step father,1
 Kapilbastu,,,,,,   01 - 04 Years,  Female,Other relatives,9
 Kapilbastu,,,,,,   01 - 04 Years,  Female,Employer,0
 Kapilbastu,,,,,,   01 - 04 Years,  Female,Others,174
 Kapilbastu,,,,,,   01 - 04 Years,  Female,Not stated,293
 Kapilbastu,,,,,,   05 - 09 Years,  Female,Parents,35078
 Kapilbastu,,,,,,   05 - 09 Years,  Female,Mother,1809
 Kapilbastu,,,,,,   05 - 09 Years,  Female,Father,241
 Kapilbastu,,,,,,   05 - 09 Years,  Female,Father and step mother,8
 Kapilbastu,,,,,,   05 - 09 Years,  Female,Mother and step father,9
 Kapilbastu,,,,,,   05 - 09 Years,  Female,Other relatives,32
 Kapilbastu,,,,,,   05 - 09 Years,  Female,Employer,0
 Kapilbastu,,,,,,   05 - 09 Years,  Female,Others,414
 Kapilbastu,,,,,,   05 - 09 Years,  Female,Not stated,320
 Kapilbastu,,,,,,   10 - 15 Years,  Female,Parents,40314
 Kapilbastu,,,,,,   10 - 15 Years,  Female,Mother,2439
 Kapilbastu,,,,,,   10 - 15 Years,  Female,Father,488
 Kapilbastu,,,,,,   10 - 15 Years,  Female,Father and step mother,61
 Kapilbastu,,,,,,   10 - 15 Years,  Female,Mother and step father,8
 Kapilbastu,,,,,,   10 - 15 Years,  Female,Other relatives,126
 Kapilbastu,,,,,,   10 - 15 Years,  Female,Employer,48
 Kapilbastu,,,,,,   10 - 15 Years,  Female,Others,519
 Kapilbastu,,,,,,   10 - 15 Years,  Female,Not stated,695
 Arghakhanchi,,,,,,   Under 1 Year,  Male,Parents,1589
 Arghakhanchi,,,,,,   Under 1 Year,  Male,Mother,514
 Arghakhanchi,,,,,,   Under 1 Year,  Male,Father,0
 Arghakhanchi,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Arghakhanchi,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Arghakhanchi,,,,,,   Under 1 Year,  Male,Other relatives,0
 Arghakhanchi,,,,,,   Under 1 Year,  Male,Employer,0
 Arghakhanchi,,,,,,   Under 1 Year,  Male,Others,8
 Arghakhanchi,,,,,,   Under 1 Year,  Male,Not stated,8
 Arghakhanchi,,,,,,   01 - 04 Years,  Male,Parents,6420
 Arghakhanchi,,,,,,   01 - 04 Years,  Male,Mother,2320
 Arghakhanchi,,,,,,   01 - 04 Years,  Male,Father,8
 Arghakhanchi,,,,,,   01 - 04 Years,  Male,Father and step mother,8
 Arghakhanchi,,,,,,   01 - 04 Years,  Male,Mother and step father,8
 Arghakhanchi,,,,,,   01 - 04 Years,  Male,Other relatives,8
 Arghakhanchi,,,,,,   01 - 04 Years,  Male,Employer,0
 Arghakhanchi,,,,,,   01 - 04 Years,  Male,Others,87
 Arghakhanchi,,,,,,   01 - 04 Years,  Male,Not stated,55
 Arghakhanchi,,,,,,   05 - 09 Years,  Male,Parents,9184
 Arghakhanchi,,,,,,   05 - 09 Years,  Male,Mother,3134
 Arghakhanchi,,,,,,   05 - 09 Years,  Male,Father,73
 Arghakhanchi,,,,,,   05 - 09 Years,  Male,Father and step mother,32
 Arghakhanchi,,,,,,   05 - 09 Years,  Male,Mother and step father,0
 Arghakhanchi,,,,,,   05 - 09 Years,  Male,Other relatives,48
 Arghakhanchi,,,,,,   05 - 09 Years,  Male,Employer,0
 Arghakhanchi,,,,,,   05 - 09 Years,  Male,Others,193
 Arghakhanchi,,,,,,   05 - 09 Years,  Male,Not stated,8
 Arghakhanchi,,,,,,   10 - 15 Years,  Male,Parents,12083
 Arghakhanchi,,,,,,   10 - 15 Years,  Male,Mother,3539
 Arghakhanchi,,,,,,   10 - 15 Years,  Male,Father,95
 Arghakhanchi,,,,,,   10 - 15 Years,  Male,Father and step mother,55
 Arghakhanchi,,,,,,   10 - 15 Years,  Male,Mother and step father,8
 Arghakhanchi,,,,,,   10 - 15 Years,  Male,Other relatives,102
 Arghakhanchi,,,,,,   10 - 15 Years,  Male,Employer,24
 Arghakhanchi,,,,,,   10 - 15 Years,  Male,Others,331
 Arghakhanchi,,,,,,   10 - 15 Years,  Male,Not stated,55
 Arghakhanchi,,,,,,   Under 1 Year,  Female,Parents,1160
 Arghakhanchi,,,,,,   Under 1 Year,  Female,Mother,487
 Arghakhanchi,,,,,,   Under 1 Year,  Female,Father,9
 Arghakhanchi,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Arghakhanchi,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Arghakhanchi,,,,,,   Under 1 Year,  Female,Other relatives,0
 Arghakhanchi,,,,,,   Under 1 Year,  Female,Employer,0
 Arghakhanchi,,,,,,   Under 1 Year,  Female,Others,9
 Arghakhanchi,,,,,,   Under 1 Year,  Female,Not stated,9
 Arghakhanchi,,,,,,   01 - 04 Years,  Female,Parents,5944
 Arghakhanchi,,,,,,   01 - 04 Years,  Female,Mother,2011
 Arghakhanchi,,,,,,   01 - 04 Years,  Female,Father,32
 Arghakhanchi,,,,,,   01 - 04 Years,  Female,Father and step mother,8
 Arghakhanchi,,,,,,   01 - 04 Years,  Female,Mother and step father,0
 Arghakhanchi,,,,,,   01 - 04 Years,  Female,Other relatives,8
 Arghakhanchi,,,,,,   01 - 04 Years,  Female,Employer,0
 Arghakhanchi,,,,,,   01 - 04 Years,  Female,Others,65
 Arghakhanchi,,,,,,   01 - 04 Years,  Female,Not stated,16
 Arghakhanchi,,,,,,   05 - 09 Years,  Female,Parents,8886
 Arghakhanchi,,,,,,   05 - 09 Years,  Female,Mother,2931
 Arghakhanchi,,,,,,   05 - 09 Years,  Female,Father,86
 Arghakhanchi,,,,,,   05 - 09 Years,  Female,Father and step mother,55
 Arghakhanchi,,,,,,   05 - 09 Years,  Female,Mother and step father,23
 Arghakhanchi,,,,,,   05 - 09 Years,  Female,Other relatives,55
 Arghakhanchi,,,,,,   05 - 09 Years,  Female,Employer,0
 Arghakhanchi,,,,,,   05 - 09 Years,  Female,Others,257
 Arghakhanchi,,,,,,   05 - 09 Years,  Female,Not stated,23
 Arghakhanchi,,,,,,   10 - 15 Years,  Female,Parents,12890
 Arghakhanchi,,,,,,   10 - 15 Years,  Female,Mother,3460
 Arghakhanchi,,,,,,   10 - 15 Years,  Female,Father,141
 Arghakhanchi,,,,,,   10 - 15 Years,  Female,Father and step mother,71
 Arghakhanchi,,,,,,   10 - 15 Years,  Female,Mother and step father,16
 Arghakhanchi,,,,,,   10 - 15 Years,  Female,Other relatives,71
 Arghakhanchi,,,,,,   10 - 15 Years,  Female,Employer,31
 Arghakhanchi,,,,,,   10 - 15 Years,  Female,Others,392
 Arghakhanchi,,,,,,   10 - 15 Years,  Female,Not stated,55
 Pyuthan,,,,,,   Under 1 Year,  Male,Parents,1755
 Pyuthan,,,,,,   Under 1 Year,  Male,Mother,814
 Pyuthan,,,,,,   Under 1 Year,  Male,Father,16
 Pyuthan,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Pyuthan,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Pyuthan,,,,,,   Under 1 Year,  Male,Other relatives,0
 Pyuthan,,,,,,   Under 1 Year,  Male,Employer,0
 Pyuthan,,,,,,   Under 1 Year,  Male,Others,48
 Pyuthan,,,,,,   Under 1 Year,  Male,Not stated,24
 Pyuthan,,,,,,   01 - 04 Years,  Male,Parents,8302
 Pyuthan,,,,,,   01 - 04 Years,  Male,Mother,3708
 Pyuthan,,,,,,   01 - 04 Years,  Male,Father,16
 Pyuthan,,,,,,   01 - 04 Years,  Male,Father and step mother,16
 Pyuthan,,,,,,   01 - 04 Years,  Male,Mother and step father,8
 Pyuthan,,,,,,   01 - 04 Years,  Male,Other relatives,41
 Pyuthan,,,,,,   01 - 04 Years,  Male,Employer,0
 Pyuthan,,,,,,   01 - 04 Years,  Male,Others,146
 Pyuthan,,,,,,   01 - 04 Years,  Male,Not stated,106
 Pyuthan,,,,,,   05 - 09 Years,  Male,Parents,11578
 Pyuthan,,,,,,   05 - 09 Years,  Male,Mother,4971
 Pyuthan,,,,,,   05 - 09 Years,  Male,Father,66
 Pyuthan,,,,,,   05 - 09 Years,  Male,Father and step mother,41
 Pyuthan,,,,,,   05 - 09 Years,  Male,Mother and step father,25
 Pyuthan,,,,,,   05 - 09 Years,  Male,Other relatives,41
 Pyuthan,,,,,,   05 - 09 Years,  Male,Employer,8
 Pyuthan,,,,,,   05 - 09 Years,  Male,Others,394
 Pyuthan,,,,,,   05 - 09 Years,  Male,Not stated,82
 Pyuthan,,,,,,   10 - 15 Years,  Male,Parents,13852
 Pyuthan,,,,,,   10 - 15 Years,  Male,Mother,5107
 Pyuthan,,,,,,   10 - 15 Years,  Male,Father,139
 Pyuthan,,,,,,   10 - 15 Years,  Male,Father and step mother,85
 Pyuthan,,,,,,   10 - 15 Years,  Male,Mother and step father,15
 Pyuthan,,,,,,   10 - 15 Years,  Male,Other relatives,100
 Pyuthan,,,,,,   10 - 15 Years,  Male,Employer,15
 Pyuthan,,,,,,   10 - 15 Years,  Male,Others,471
 Pyuthan,,,,,,   10 - 15 Years,  Male,Not stated,108
 Pyuthan,,,,,,   Under 1 Year,  Female,Parents,1900
 Pyuthan,,,,,,   Under 1 Year,  Female,Mother,694
 Pyuthan,,,,,,   Under 1 Year,  Female,Father,0
 Pyuthan,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Pyuthan,,,,,,   Under 1 Year,  Female,Mother and step father,8
 Pyuthan,,,,,,   Under 1 Year,  Female,Other relatives,0
 Pyuthan,,,,,,   Under 1 Year,  Female,Employer,0
 Pyuthan,,,,,,   Under 1 Year,  Female,Others,8
 Pyuthan,,,,,,   Under 1 Year,  Female,Not stated,50
 Pyuthan,,,,,,   01 - 04 Years,  Female,Parents,8022
 Pyuthan,,,,,,   01 - 04 Years,  Female,Mother,3611
 Pyuthan,,,,,,   01 - 04 Years,  Female,Father,31
 Pyuthan,,,,,,   01 - 04 Years,  Female,Father and step mother,8
 Pyuthan,,,,,,   01 - 04 Years,  Female,Mother and step father,24
 Pyuthan,,,,,,   01 - 04 Years,  Female,Other relatives,8
 Pyuthan,,,,,,   01 - 04 Years,  Female,Employer,0
 Pyuthan,,,,,,   01 - 04 Years,  Female,Others,172
 Pyuthan,,,,,,   01 - 04 Years,  Female,Not stated,94
 Pyuthan,,,,,,   05 - 09 Years,  Female,Parents,11022
 Pyuthan,,,,,,   05 - 09 Years,  Female,Mother,5115
 Pyuthan,,,,,,   05 - 09 Years,  Female,Father,56
 Pyuthan,,,,,,   05 - 09 Years,  Female,Father and step mother,32
 Pyuthan,,,,,,   05 - 09 Years,  Female,Mother and step father,16
 Pyuthan,,,,,,   05 - 09 Years,  Female,Other relatives,24
 Pyuthan,,,,,,   05 - 09 Years,  Female,Employer,0
 Pyuthan,,,,,,   05 - 09 Years,  Female,Others,472
 Pyuthan,,,,,,   05 - 09 Years,  Female,Not stated,40
 Pyuthan,,,,,,   10 - 15 Years,  Female,Parents,13825
 Pyuthan,,,,,,   10 - 15 Years,  Female,Mother,5693
 Pyuthan,,,,,,   10 - 15 Years,  Female,Father,153
 Pyuthan,,,,,,   10 - 15 Years,  Female,Father and step mother,105
 Pyuthan,,,,,,   10 - 15 Years,  Female,Mother and step father,40
 Pyuthan,,,,,,   10 - 15 Years,  Female,Other relatives,121
 Pyuthan,,,,,,   10 - 15 Years,  Female,Employer,48
 Pyuthan,,,,,,   10 - 15 Years,  Female,Others,837
 Pyuthan,,,,,,   10 - 15 Years,  Female,Not stated,89
 Rolpa,,,,,,   Under 1 Year,  Male,Parents,2102
 Rolpa,,,,,,   Under 1 Year,  Male,Mother,332
 Rolpa,,,,,,   Under 1 Year,  Male,Father,0
 Rolpa,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Rolpa,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Rolpa,,,,,,   Under 1 Year,  Male,Other relatives,0
 Rolpa,,,,,,   Under 1 Year,  Male,Employer,0
 Rolpa,,,,,,   Under 1 Year,  Male,Others,17
 Rolpa,,,,,,   Under 1 Year,  Male,Not stated,0
 Rolpa,,,,,,   01 - 04 Years,  Male,Parents,10219
 Rolpa,,,,,,   01 - 04 Years,  Male,Mother,1641
 Rolpa,,,,,,   01 - 04 Years,  Male,Father,8
 Rolpa,,,,,,   01 - 04 Years,  Male,Father and step mother,8
 Rolpa,,,,,,   01 - 04 Years,  Male,Mother and step father,0
 Rolpa,,,,,,   01 - 04 Years,  Male,Other relatives,33
 Rolpa,,,,,,   01 - 04 Years,  Male,Employer,0
 Rolpa,,,,,,   01 - 04 Years,  Male,Others,106
 Rolpa,,,,,,   01 - 04 Years,  Male,Not stated,33
 Rolpa,,,,,,   05 - 09 Years,  Male,Parents,12963
 Rolpa,,,,,,   05 - 09 Years,  Male,Mother,2479
 Rolpa,,,,,,   05 - 09 Years,  Male,Father,74
 Rolpa,,,,,,   05 - 09 Years,  Male,Father and step mother,66
 Rolpa,,,,,,   05 - 09 Years,  Male,Mother and step father,8
 Rolpa,,,,,,   05 - 09 Years,  Male,Other relatives,74
 Rolpa,,,,,,   05 - 09 Years,  Male,Employer,0
 Rolpa,,,,,,   05 - 09 Years,  Male,Others,255
 Rolpa,,,,,,   05 - 09 Years,  Male,Not stated,49
 Rolpa,,,,,,   10 - 15 Years,  Male,Parents,15736
 Rolpa,,,,,,   10 - 15 Years,  Male,Mother,2226
 Rolpa,,,,,,   10 - 15 Years,  Male,Father,253
 Rolpa,,,,,,   10 - 15 Years,  Male,Father and step mother,93
 Rolpa,,,,,,   10 - 15 Years,  Male,Mother and step father,42
 Rolpa,,,,,,   10 - 15 Years,  Male,Other relatives,110
 Rolpa,,,,,,   10 - 15 Years,  Male,Employer,8
 Rolpa,,,,,,   10 - 15 Years,  Male,Others,346
 Rolpa,,,,,,   10 - 15 Years,  Male,Not stated,126
 Rolpa,,,,,,   Under 1 Year,  Female,Parents,2062
 Rolpa,,,,,,   Under 1 Year,  Female,Mother,219
 Rolpa,,,,,,   Under 1 Year,  Female,Father,7
